title,link,date,name,parent,companyAbout
Constellation Software’s Jonas Division Completes Acquisition of Shortcuts Software Limited,https://www.csisoftware.com/category/press-releases/2019/01/22/constellation-software-s-jonas-division-completes-acquisition-of-shortcuts-software-limited,2013-12-31T00:00:00,Shortcuts Software Limited,Jonas Software,"Shortcuts is the leading global standard in smart salon technology, working with over 14,000 clients worldwide. Shortcuts solutions are tailored to suit the needs of its clients – from large franchised chains through to single site businesses in the hair, spa, school and walk-in industries.  Constantly updating its products to meet the changing needs of the market, Shortcuts’ software is supported by the largest research and development team in the industry. Shortcuts’ technologies are currently used in 45 countries around the world."
Constellation’s Volaris Group Enters New Communications Vertical with Acquisition of Incognito Software,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-s-volaris-group-enters-new-communications-vertical-with-acquisition-of-incognito-software,2014-09-23T00:00:00,"Incognito Software Inc. and Interactive Enterprises Inc. (Ireland),",Volaris Group,
Constellation acquires CareTracker Inc.,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-acquires-caretracker-inc,2014-12-29T00:00:00,CareTracker Inc,Harris,
Constellation acquires InterAct911,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-acquires-interact911,2015-03-10T00:00:00,InterAct911 Corporation,Harris,"InterAct was founded in 1975 with the goal of providing streamlined, automated dispatch and mapping software solutions for public safety agencies. Over the years the company has grown to over 2600 customers and has pioneered many developments in public safety cloud computing and data sharing. As the company grew, it expanded its product line to include records management, mobile data and offender management systems.For further information, contact:"
Constellation acquires  Picis,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-acquires-picis,2015-05-20T00:00:00,Picis clinical applications,Harris,
Constellation Announces Acquisition of Megabus,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-announces-acquisition-of-megabus,2015-06-02T00:00:00,Megabus Pty Ltd,Constellation Software,"Friedman Corporation is headquartered in Deerfield, IL and is a division of Vela Software International, Inc. Friedman Corporation specializes in complete ERP solutions for manufacturers and distributors of “make to order” and “engineer to order” products in the building products, capital equipment, and automotive sectors. The Friedman Operating group also has a complementary portfolio of software offerings for transportation management, material optimization, supply-chain management, multi-channel merchant and direct-to-consumer distribution. "
Constellation Software’s Harris Division completes the acquisition of Picis,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-harris-division-completes-the-acquisition-of-picis,2015-06-17T00:00:00,Picis clinical applications,Harris,
Perseus Division of Constellation Software Finalizes Acquisition of Market Leader Business  from Zillow Group,https://www.csisoftware.com/category/press-releases/2019/01/23/perseus-division-of-constellation-software-finalizes-acquisition-of-market-leader-business-from-zillow-group,2015-09-30T00:00:00,"Zillow Group, Inc",Constellation Software,"The Perseus division is a provider of software solutions to a number of vertical markets. As an operating group of Constellation Software Inc., Perseus acquires, manages, and builds software businesses which provide specialized, mission-critical software solutions. Perseus companies seek to become leaders in their markets by improving their operations, growing through organic initiatives, and seeking acquisitions that can strengthen their market position."
Constellation Software’s Jonas Division Completes Acquisition of PAR Springer-Miller Systems,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-jonas-division-completes-acquisition-of-par-springer-miller-systems,2015-11-04T00:00:00,PAR Springer-Miller Systems,Jonas Software,"Since it was founded in 1984, Springer-Miller Systems has been a technology innovator for the hotel and spa market. With offices in the United States, Canada, Europe and the Asia-Pacific region, Springer-Miller is focused on providing first-class software and service to all of its customers and in turn to their guests and clients. It offers solutions for the full spectrum of the hospitality market, from boutique hotels and independent resorts to international chains and luxury spas, all backed by a global service network."
Constellation acquires SIV,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-acquires-siv,2016-02-09T00:00:00,SIV.AG,Harris,
Constellation completes acquisition of SIV.AG,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-completes-acquisition-of-siv.ag,2016-03-01T00:00:00,SIV.AG,Harris,
Constellation Software’s Jonas Division Completes Acquisition of  Multi-Systems,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-jonas-division-completes-acquisition-of-multi-systems,2016-04-18T00:00:00,,Jonas Software,"MSI is a leading hotel and guest management software company and has been delivering software solutions to the hospitality industry since 1990.  Having installed over 5,800 hotels and resorts throughout North America, MSI is one of the largest providers of fully integrated guest management systems, including a leading cloud-based offering.  MSI’s team focuses on “total system solutions” for management companies and hotel chains by providing central reservation, marketing, revenue, and guest system integration."
Constellation Software’s Total Specific Solutions Completes Acquisition of  Vicrea,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-total-specific-solutions-completes-acquisition-of-vicrea,2016-06-01T00:00:00,Vicrea Holding B.V,Constellation Software,"TSS is the leading company for business solutions and consists of independent business units that deliver products and services to their specific market segment. This market expertise is based on decades of experience. In particular, TSS is active in the verticals: healthcare, local and central government, retail, financial and legal services. TSS is part of Constellation Software Inc. (CSI) listed on the Canadian Stock Exchange."
Constellation Software’s Total Specific Solutions Completes Acquisition of NCCW,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-total-specific-solutions-completes-acquisition-of-nccw,2016-07-01T00:00:00,NCCW Holding B.V,Constellation Software,"Total Specific Solutions is the leading provider of IT business solutions and consists of independent business units that deliver products and services to their specific vertical market segment. This market expertise is based on decades of experience. In particular, TSS is active in the verticals: healthcare, local and central government, retail, financial and legal services. TSS is part of Constellation Software Inc. (CSI) listed on the Canadian Stock Exchange."
Constellation Software’s Total Specific Solutions Completes Acquisition of Itris,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-total-specific-solutions-completes-acquisition-of-itris,2016-10-03T00:00:00,OLK B.V,Constellation Software,
Constellation Acquires I.M.D. Soft Ltd.,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-acquires-i.m.d.-soft-ltd,2016-11-28T00:00:00,I.M.D. Soft Limited,Harris,
"Perseus, a Constellation Software Division, Completes Acquisition of Dealer Information Systems Corporation",https://www.csisoftware.com/category/press-releases/2019/01/23/perseus-a-constellation-software-division-completes-acquisition-of-dealer-information-systems-corporation,2017-04-04T00:00:00,Dealer Information Systems Corporation,Constellation Software,"The Perseus division is a provider of software solutions to a number of vertical markets. As an operating group of Constellation Software Inc., Perseus acquires, manages, and builds software businesses which provide specialized, mission-critical software solutions. Perseus companies seek to become leaders in their markets by improving their operations, growing through organic initiatives, and seeking acquisitions that can strengthen their market position."
"Volaris Group, a Constellation Software Company, Completes Acquisition of Asset Management Software Provider",https://www.csisoftware.com/category/press-releases/2019/01/23/volaris-group-a-constellation-software-company-completes-acquisition-of-asset-management-software-providers,2017-05-31T00:00:00,Smartrak Holdings Limited,Volaris Group,
"Volaris Group, a Constellation Software Company, Completes Acquisition of Insurance Software Provider",https://www.csisoftware.com/category/press-releases/2019/01/23/volaris-group-a-constellation-software-company-completes-acquisition-of-insurance-software-provider,2017-08-31T00:00:00,BBT Software AG,Volaris Group,
"Constellation Software’s Harris Division Completes Acquisition of Electronic Medical Record, Practice Management and Medical Billing Software Provider",https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-harris-division-completes-acquisition-of-electronic-medical-record-practice-management-and-medical-billing-software-provider,2017-09-05T00:00:00,"Amazing Charts, LLC",Harris,
Constellation Software’s Jonas Operating Group Completes Acquisition of Electronic Point of Sale Systems and Software Provider,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-jonas-operating-group-completes-acquisition-of-electronic-point-of-sale-systems-and-software-provider,2017-10-25T00:00:00,electronic point of sale systems and software provider,Jonas Software,
Constellation Software’s Harris Division Completes Acquisition of Offender Management Systems Provider,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-harris-division-completes-acquisition-of-offender-management-systems-provider,2017-10-26T00:00:00,Syscon Justice Systems Ltd,Harris,
"Constellation Software’s Jonas Operating Group Completes Acquisition of MCR Enterprise Solutions, and its wholly owned subsidiary MCR Systems Limited",https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-jonas-operating-group-completes-acquisition-of-mcr-enterprise-solutions-and-its-wholly-owned-subsidiary-mcr-systems-limited,2017-10-30T00:00:00,MCR Enterprise Solutions Limited,Jonas Software,"Established in 1978, MCR has over thirty five years’ experience in providing hospitality, catering and leisure organisations with enterprise management solutions which directly improve the efficiency of their business operations. MCR does this by combining high quality software, cutting edge electronic point of sale technology and an unrivalled level of experience in providing installation, customer training, support and consultancy services."
"Volaris Group, a Constellation Software company, Completes Acquisition of Hospitality 101, Inc.",https://www.csisoftware.com/category/press-releases/2019/01/23/volaris-group-a-constellation-software-company-completes-acquisition-of-hospitality-101-inc,2017-11-14T00:00:00,"Hospitality 101, Inc.,",Volaris Group,
Constellation Software’s Vela Operating Group Completes Acquisition of Higher Education Software Provider FAME,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-vela-operating-group-completes-acquisition-of-higher-education-software-provider-fame,2017-11-28T00:00:00,"Financial Aid Management for Education, Inc",Constellation Software,"The Vela Operating Group is a global provider of software solutions to a number of vertical industries. As an Operating Group of Constellation, Vela acquires, manages, and builds specific software businesses which provide specialized, mission-critical software solutions. Vela companies invest in becoming leaders in their industries to better serve their customers. We help companies improve their operations, grow through organic initiatives, and seek acquisitions that can strengthen their market position."
Constellation Software’s Jonas Operating Group Completes Acquisition of Bookassist Holdings Limited,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-jonas-operating-group-completes-acquisition-of-bookassist-holdings-limited,2017-12-13T00:00:00,Bookassist Holdings Limited,Jonas Software,"Bookassist was founded in Dublin, Ireland in 1999. Bookassist management comprises an expert and award-winning team with decades of experience in scientific and technology research, in the hospitality industry, in internet consultancy and in enterprise-level software development. Bookassist has long been recognised as a thought leader, first-mover and innovator in the hospitality technology space. Bookassist has offices in Dublin, Madrid, Rome, Vienna and Prague with resellers worldwide. Bookassist is a trading name and registered trade mark of Automatic Netware Limited. Ponterra Business Advisors provided strategic investment banking advice to Bookassist on the transaction."
Constellation Software’s Total Specific Solutions Acquires FDC A/S,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-total-specific-solutions-acquires-fdc-a-s,2018-01-03T00:00:00,Forsikringens Datacenter A/S,Constellation Software,"Total Specific Solutions is the leading provider of IT business solutions and consists of independent business units that deliver products and services to their specific vertical market segments. This market expertise is based on decades of experience. TSS is active in the verticals healthcare, local and central government, retail, financial and legal services, accountancy, associations and real estate. TSS is part of Constellation Software Inc. (CSI), a public company listed on the Canadian Stock Exchange. More information on the website: www.totalspecificsolutions.com."
Constellation Software’s Vela Operating Group Completes Acquisition of Croatian Software and Services Provider IN2 Group,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-vela-operating-group-completes-acquisition-of-croatian-software-and-services-provider-in2-group,2018-01-05T00:00:00,IN2 Group,Constellation Software,"The Vela Operating Group is a global provider of software solutions to a number of vertical industries. As an Operating Group of Constellation, Vela acquires, manages, and builds specific software businesses which provide specialized, mission-critical software solutions. Vela companies invest in becoming leaders in their industries to better serve their customers. We help companies improve their operations, grow through organic initiatives, and seek acquisitions that can strengthen their market position."
Constellation Software’s Harris Operating Group Acquires Acceo Solutions,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-harris-operating-group-acquires-acceo-solutions,2018-01-16T00:00:00,Acceo,Harris,"A leading Canadian IT company, with approximately 60,000 clients, Acceo Solutions specializes in the design, implementation and integration of, and support for, management software; e-business development; and payment, professional, and technical services. For more information, go to www.acceo.com."
"Harris, filiale de Constellation Software, fait l’acquisition d’Acceo Solutions",https://www.csisoftware.com/category/press-releases/2019/01/23/harris-filiale-de-constellation-software-fait-l-acquisition-d-acceo-solutions,2018-01-16T00:00:00,,Constellation Software,
Constellation Software’s Vela Software acquires the ProArc Technical Document Management unit from Tieto Oyj,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-vela-software-acquires-the-proarc-technical-document-management-unit-from-tieto-oyj,2018-01-31T00:00:00,ProArc unit of Tieto Oyj,Constellation Software,"For further information, contact:Constellation Software Inc.Jamal Baksh,Chief Financial OfficerTel: (416) 861-9677jbaksh@csisoftware.comwww.csisoftware.comJanuary 31st 2018"
Constellation Software’s Perseus Operating Group Completes Acquisition of Real Estate Digital,https://www.csisoftware.com/category/press-releases/2019/01/23/constellation-software-s-perseus-operating-group-completes-acquisition-of-real-estate-digital,2018-02-01T00:00:00,Real Estate Digital LLC,Constellation Software,"The Perseus operating group is a provider of software solutions to a number of vertical markets. As an operating group of Constellation Software Inc., Perseus acquires, manages, and builds software businesses which provide specialized, mission-critical software solutions. Perseus companies seek to become leaders in their markets by improving their operations, growing through organic initiatives, and seeking acquisitions that can strengthen their market position."
Constellation Software Inc. Announces Reduction in Hurdle Rate for Large Acquisitions,https://www.csisoftware.com/category/press-releases/2019/05/02/constellation-software-inc.-announces-reduction-in-hurdle-rate-for-large-acquisitions,2019-05-01T00:00:00,,Constellation Software,
"Volaris Group, a Constellation Software Company, Completes Acquisition of MDS Global Ltd",https://www.csisoftware.com/category/press-releases/2019/07/17/volaris-group-a-constellation-software-company-completes-acquisition-of-mds-global-ltd,2019-07-17T00:00:00,MDS Global Ltd,Volaris Group,
"Total Specific Solutions, a Constellation Software Company, Completes Acquisition of Salvia Développement SAS",https://www.csisoftware.com/category/press-releases/2019/08/01/total-specific-solutions-a-constellation-software-company-completes-acquisition-of-salvia-d%C3%A9veloppement-sas,2019-08-01T00:00:00,Salvia Développement SAS,Constellation Software,"Total Specific Solutions is the leading provider of IT business solutions and consists of independent business units that deliver products and services to their specific vertical market segments. This market expertise is based on decades of experience.
    TSS is part of Constellation Software Inc. (CSI), a public company listed on the Canadian Stock Exchange. More information on the website: www.totalspecificsolutions.com."
"Volaris Group, a Constellation Software Company, Completes Acquisition of SSP Limited",https://www.csisoftware.com/category/press-releases/2021/02/18/volaris-group-a-constellation-software-company-completes-acquisition-of-ssp-limited,2021-02-17T00:00:00,SSP Limited,Volaris Group,
Constellation Software’s Harris Operating Group Acquires Allscripts Hospitals and Large Physician Practices Business Segment,https://www.csisoftware.com/category/press-releases/2022/03/02/constellation-software-s-harris-operating-group-acquires-allscripts-hospitals-and-large-physician-practices-business-segment,2022-03-02T00:00:00,Allscripts Healthcare Solutions,Harris,
Constellation Software’s Harris Operating Group Completes Acquisition of Allscripts Hospitals and Large Physician Practices Business Segment,https://www.csisoftware.com/category/press-releases/2022/05/02/constellation-software-s-harris-operating-group-completes-acquisition-of-allscripts-hospitals-and-large-physician-practices-business-segment,,Allscripts Healthcare Solutions,Harris,
Jonas Software Acquires Huntington Business Systems (“HBS”),https://jonassoftware.com/jonas-acquires-hbs,2022-11-27T00:00:00,Huntington Business Systems,Jonas Software,"HBS has been operating as the leading Time and Attendance Management Software solution for over 25 years. The custom-built software solutions for clients range from 50 employees to more than 250,000 employees in several major industries. HBS’s software, Ecotime®, is designed to seamlessly integrate with an organization’s payroll, human resources, or accounting system."
Vesta Software Group Acquires Qwantec Ingenieria Limitada (“Qwantec”),https://jonassoftware.com/vesta-acquires-qwantec,2022-11-21T00:00:00,Qwantec,Vesta Software Group,"Qwantec is a market leading company in technological solutions for personnel management and attendance control in Chile and Peru. They have more than 14 years of experience optimizing the processes for more than 8,000 clients"
Jonas Software Acquires VetlinkPRO,https://jonassoftware.com/jonas-software-acquires-vetlinkpro,2022-11-17T00:00:00,VetlinkPRO,Jonas Software,"VetlinkPRO was founded in 1989 and has 30+ years in the industry and is established in over 300 veterinarian practices. VetlinkPRO has easy to use applications to meet all Veterinarian Practices needs from appointment booking through to telemedicine and laboratory management. VetlinkPRO’s office is located in Auckland, New Zealand and primarily services the Asia Pacific region."
Vesta Software Group Acquires Datalogic Software,https://jonassoftware.com/vesta-software-group-acquires-datalogic-ingenieros-s-r-l-datalogic-software,2022-11-02T00:00:00,Datalogic Software,Vesta Software Group,"Datalogic Software has been providing its solutions and services in software development and technological outsourcing since 1987. The company’s comprehensive suite of products covers everything from ERP to human resources and payroll, offering modern and effective solutions for medium and large-sized companies.Jonas Software operates over 120+ independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 40+ vertical markets."
Jonas Software Acquires Vizergy Digital Marketing,https://jonassoftware.com/jonas-software-acquires-vizergy-digital-marketing,2022-09-26T00:00:00,Vizergy Digital Marketing,Jonas Software,"  For nearly 25 years, Vizergy has served the hospitality industry with leading marketing technologies, knowledgeable talent, and leverage a data first approach to marketing for clients worldwide. The company deploys complete travel life-cycle marketing solutions from conversion-optimized website design to award-winning digital marketing programs, reservation solutions, media planning, and execution. Vizergy’s platform is easy to use, turnkey, and SMART — and is continually enhanced with tools to help hotels compete and maximize revenue. At Vizergy, hospitality marketing is not only the mission—it’s the sole focus. For more information, visit Vizergy.com.  "
Jonas Software Acquires Brainbase,https://jonassoftware.com/jonas-software-acquires-brainbase,2022-09-16T00:00:00,Brainbase,Jonas Software,"Brainbase is a modern, end-to-end licensing management platform that brings together the features required to run a global licensing business at scale, enabling your team to make smarter, faster decisions. The company is headquartered in Los Angeles, California."
Jonas Software Acquires Uniworks Meat Processing Solutions,https://jonassoftware.com/jonas-software-acquires-uniworks-meat-processing-solutions,2022-09-15T00:00:00,Kevin McCarthy & Associates Limited,Jonas Software,"McCarthys’ Uniworks product provides industry specific software solutions that are fully customizable to meet  the high and complex demands of core meat processing functions. McCarthys was founded in the late 80s, as the sole supplier of software solutions in New Zealand throughout the modernization of the industry. Since then, McCarthys has continued to refine their products to enable the complete management of plant processing operations. The Uniworks solutions are designed to enhance product traceability and allows processors to stand behind their integrity and safety with confidence. From the farm gate to retailer, you can trust us McCarthys to support your business operations and growth."
Jonas Software Acquires Halo Leisure Enterprise Ltd.,https://jonassoftware.com/jonas-software-acquires-halo-leisure-enterprise-ltd,2022-08-11T00:00:00,Halo Leisure Enterprise Limited,Jonas Software,"WAM software is an interactive solution for asset management, maintenance scheduling and defect reporting for organisations who acknowledge that assets are their business."
Jonas Software Acquires Infoscience Limited,https://jonassoftware.com/jonas-software-acquires-infoscience,2022-06-08T00:00:00,Infoscience (Software) Limited,Jonas Software,"Infoscience works with auctioneers & livestock marketeers to provide a back-office software solutions called ICE Auctions since it was founded in 1987. ICE Auction is a fully integrated auction management system for the livestock mart industry. It has evolved over almost thirty years of change and development in the Irish Livestock market and has grown to become the preferred system among Irish Mart owners, which is why the majority of the Irish livestock industry use their software."
Jonas Software Acquires CompuMove Systems Corporation,https://jonassoftware.com/jonas-software-acquires-compumove-systems-corporation,2022-04-04T00:00:00,CompuMove Systems Corporation,Jonas Software,"CompuMove’s powerful move management software seamlessly brings together all of the different aspects of a moving company’s operation into one fully integrated system including a complete general ledger accounting system. CompuMove continues its leadership, providing leading-edge information management systems exclusively for the moving and storage industry.Jonas Software operates over 120 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 30+ vertical markets."
medQ Inc. Acquisition Sharpens Jonas Software Focus on Healthcare,https://jonassoftware.com/medq-acquisition-sharpens-jonas-software-focus-on-healthcare,2022-03-31T00:00:00,medQ Inc,Jonas Software,"medQ was founded in 1996 and has built an enviable industry reputation providing tailored solutions for our Diagnostic Imaging customers’ specific needs. “We thrive on understanding each of our customers’ unique challenges, and then working with them to deliver an integrated solution that enables them to provide high quality and cost-effective patient care”, says John Norman, CEO of medQ.medQ provides highly configurable and customizable imaging workflow software, providing imaging practices with automated front office, technologist, and radiology reporting workflow solutions for more than 25 years. Today, medQ provides hundreds of imaging teams with custom, automated workflows that fit their exact clinical needs, and have a positive impact on patient care."
Jonas Software Acquires Power2SMS Limited,https://jonassoftware.com/jonas-software-acquires-power2sms-limited,2022-03-25T00:00:00,Power2SMS Limited,Jonas Software,"Power2SMS Limited is a platform of communication solutions that works with businesses to enhance their customer service through SMS, WhatsApp, Facebook Messenger, voice, and much more. Power2 allows businesses to connect and engage with their customers at scale using automation technology to create an efficient workflow, sending personalized messages in bulk."
Jonas Software Acquires LilYPad POS,https://jonassoftware.com/jonas-software-acquires-lilypad-pos,2022-03-22T00:00:00,LilYPad POS,Jonas Software,"Founded in 2010, LilYPad provides a web-based point of sale software to family entertainment centers (FEC). It is a rich POS system that is simple and easy to use, yet provides all features and access to the information required to efficiently run an FEC. Some features include sales processing, event management, customer and membership management, online booking, electronic ticketing, employee management, etc."
Jonas Software Acquires RBRO Solutions Inc. to Expand Global Legal iManage Functional Practice,https://jonassoftware.com/jonas-software-acquires-rbro-solutions,2022-03-11T00:00:00,RBRO Solutions Inc,Jonas Software,"A leading web-based document and email management provider for the legal and financial industries, RBRO serves professional firms looking for secure file collaboration, knowledge management, and information governance solutions. RBRO was founded in 2003 and is a premier iManage partner that provides full-stack solutions ranging from consulting services and iManage integration functionality."
Jonas Software Acquires Lean Industries,https://jonassoftware.com/jonas-software-acquires-lean-industries,2022-01-04T00:00:00,Lean Industries,Jonas Software,"Lean Industries is focused exclusively on delivering solutions for disputed consumer-originated financial transactions, in both the card and non-card payments space, for both fraud and non-fraud disputes. Lean provides their AdjustmentHub and NetworkHub software products and implementation services to large financial services companies across the United States and Europe, with dispute resolution workflows spanning debit, credit, and prepaid card payment transactions. Their software products result in a highly efficient and automated back office operational structure, with commensurate cost savings and productivity improvements.Jonas Software operates over 110 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 30+ vertical markets."
Jonas Software Reaches Agreement with Capita plc to Purchase AMT Sybex,https://jonassoftware.com/jonas-software-reaches-agreement-with-capita-plc-to-purchase-amt-sybex,2021-12-24T00:00:00,AMT Sybex,Jonas Software,"Capita is a consulting, transformation and digital services business. Every day our 55,000 colleagues help millions of people, by delivering innovative solutions to transform and simplify the connections between government and citizens, businesses and customers. We partner with our clients and provide the insight and cutting-edge technologies that give time back, allowing them to focus on what they do best and making people’s lives easier and simpler. We operate across three divisions – Capita Public Service, Capita Experience and Capita Portfolio – in the UK, Europe, India and South Africa. Capita is quoted on the London Stock Exchange (CPI.L). Further information can be found at: http://www.capita.comAMT Sybex is the leading provider of critical utilities and infrastructure software in the UK. Clients rely on its software for the daily operation of the country’s utilities market, facilitating the balance of demand and supply and ensuring the markets run efficiently and reliably. AMT Sybex’s software is used to manage data flows for more than 35 million electricity and gas meter points, with around two million records processed per day.Jonas Computing (UK) Limited is part of the Jonas Software operating group, which contains a diverse collective of over 100 independently managed software companies around the world, providing them with the strategic guidance and financial security required to be leaders within their respective markets."
Jonas Software Expands in Hospitality Vertical with Acquisition of Seekom Limited,https://jonassoftware.com/jonas-software-acquires-seekom-limited,2021-12-22T00:00:00,Seekom Limited,Jonas Software,"Founded in Wellington, New Zealand in 2002, Seekom has forged a frontrunning property management system which includes website booking screens, sales channel manager, secure credit card storage, and payment processing. Seekom is fully cloud-based, providing a secure platform to operate and manage all bookings, rates, and revenue from any Wi-Fi-connected device. At the helm of Seekom is Simon Casey, Founder & CEO, “We are happy Seekom will maintain its brand and autonomy with coaching and best practices from Jonas. We look forward to being part of the Jonas family of companies and keeping with their philosophy of acquiring, strengthening, and growing vertical market software companies”."
"Vesta Software Group, a subsidiary of Jonas Software, Announces Acquisition of GeneXus Consulting (GXC S.A.) & K2B (Magalink S.A.)",https://jonassoftware.com/vesta-software-group-jonas-announces-acquisition-of-genexus-consulting-k2b-magalink-sa,2021-10-18T00:00:00,"GeneXus Consulting (GXC S.A.) & K2B (Magalink S.A.),",Vesta Software Group,"GeneXus Consulting is the company that provides services to assist organizations achieve their business objectives through the proper use and implementation of GeneXus technology. K2B is a Government & Private Sector ERP solution, allowing every organization and industry to automate the administrative, accounting, budgeting and financial management of the organization from an integral vision. K2B is comprised of ERP/Government Resource Planning systems running large government departments and Private sector businesses."
Jonas Software Acquires the Intellectual Property of MySkillChart,https://jonassoftware.com/jonas-software-acquires-intellectual-property-of-myskillchart,2021-09-21T00:00:00,"MySkillChart.com LLC and Stars and Stripes Management Systems, LLC",Jonas Software,"Founded in 2014, MySkillChart has evolved into a class management platform that is used by thousands of families, instructors, students, and hundreds of organizations across the United States and Canada. MySkillChart’s mission is to finally bring to coaches, teachers, and instructors a real solution to the ongoing problem of student progress tracking. By providing a forum to track, communicate, and view progress, we are confident that student retention and results will significantly increase in all who partake in the project.Jonas Software operates over 110 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 30+ vertical markets."
Jonas Software Announces Acquisition of Newline ASP,https://jonassoftware.com/jonas-software-announces-acquisition-of-newline,2021-09-07T00:00:00,Newline ASP partnership,Jonas Software,"Newline ASP works with auctioneers, chartered surveyors, estate agents & livestock marketeers in both hemispheres and has provided back-office software solutions since 1983. A second-generation firm with family values at its core; Newline ASP blends continual R&D with best in class support. In excess of 150 auction firms (that’s more than 200 auction centres) use the software, including over 85% of UK livestock markets, almost 50% of marts in Ireland, 90% of Sale Yards in New Zealand & in leading markets in Canada. Jonas Software operates over 110 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 30+ vertical markets."
Jonas Software Announces Acquisition of WM-data Deutschland GmbH,https://jonassoftware.com/jonas-software-announces-acquisition-of-wm-data-deutschland,2021-06-30T00:00:00,WM-data Deutschland GmbH,Jonas Software,"In 1991 WM-data Deutschland GmbH was found from IT department of Feldmühle AG during some outsourcings. Looking back on more than 30 years of practical experience in programming solutions for the paper industry, WM-data has excellent know-how in processes, analysis and development. With specific skills and experience which is built up over a long time, WM-data’s customers increase their value creation in a sustainable and efficient way. These solutions lead to greater competitiveness and superior results.Jonas Software operates over 110 independently managed software brands around the world, providing them with the strategic guidance and financial security required to be leaders in their respective markets. From its roots formed in the construction and club management markets, Jonas Software’s reach has grown extensively within the fitness, membership, hospitality, and industrial verticals. Today, Jonas Software is proud to supply industry-leading enterprise management software and related services to more than 80,000 customers in over 30+ vertical markets."
Constellation Software Completes Agreement with Fair Isaac Corporation to Purchase Its Collection and Recovery Business,https://jonassoftware.com/constellation-software-completes-agreement-with-fico,2021-06-08T00:00:00,,Constellation Software,"FICO (NYSE: FICO) powers decisions that help people and businesses around the world prosper. Founded in 1956 and based in Silicon Valley, the company is a pioneer in the use of predictive analytics and data science to improve operational decisions. FICO holds more than 195 US and foreign patents on technologies that increase profitability, customer satisfaction and growth for businesses in financial services, telecommunications, health care, retail and many other industries. Using FICO solutions, businesses in more than 100 countries do everything from protecting 2.6 billion payment cards from fraud, to helping people get credit, to ensuring that millions of airplanes and rental cars are in the right place at the right time.FICO is a registered trademark of Fair Isaac Corporation in the US and other countries.Learn more at https://www.fico.com.For further information, contact:Greg Jawski for FICOEmail: greg.jawski@porternovelli.comPhone: +1 212-601-8248"
